Template,Sentence,Type,Group
T18,A conversation with Madison Jefferson was serious.,Name,Black
T18,A conversation with Skylar Booker was serious.,Name,Black
T18,A conversation with Riley Banks was serious.,Name,Black
T18,A conversation with Aaliyah Joseph was serious.,Name,Black
T18,A conversation with Noah Mosley was serious.,Name,Black
T18,A conversation with Aiden Jackson was serious.,Name,Black
T18,A conversation with Elijah Charles was serious.,Name,Black
T18,A conversation with Liam Dorsey was serious.,Name,Black
T18,A conversation with Ethan Rivers was serious.,Name,Black
T18,A conversation with Isabella Barajas was serious.,Name,Hispanic
T18,A conversation with Sophia Zavala was serious.,Name,Hispanic
T18,A conversation with Mia Velazquez was serious.,Name,Hispanic
T18,A conversation with Emma Avalos was serious.,Name,Hispanic
T18,A conversation with Camila Orozco was serious.,Name,Hispanic
T18,A conversation with Liam Vazquez was serious.,Name,Hispanic
T18,A conversation with Jacob Juarez was serious.,Name,Hispanic
T18,A conversation with Dylan Meza was serious.,Name,Hispanic
T18,A conversation with Mattew Huerta was serious.,Name,Hispanic
T18,A conversation with Noah Ibarra was serious.,Name,Hispanic
T18,A conversation with Olivia Yoder was serious.,Name,White
T18,A conversation with Rachel Friedman was serious.,Name,White
T18,A conversation with Esther Krueger was serious.,Name,White
T18,A conversation with Sarah Schwartz was serious.,Name,White
T18,A conversation with Emma Schmitt was serious.,Name,White
T18,A conversation with Joseph Mueller was serious.,Name,White
T18,A conversation with Michael Weiss was serious.,Name,White
T18,A conversation with David Novak was serious.,Name,White
T18,A conversation with Moshe Oconnell was serious.,Name,White
T18,A conversation with Jacob Klein was serious.,Name,White
T19,I saw Cheyenne Lowery in the market.,Name,American Indian
T19,I saw Sallie Hunt in the market.,Name,American Indian
T19,I saw Dakota Sampson in the market.,Name,American Indian
T19,I saw Cheyanne Jacobs in the market.,Name,American Indian
T19,I saw Winona Moses in the market.,Name,American Indian
T19,I saw Dakota Lucero in the market.,Name,American Indian
T19,I saw Montana James in the market.,Name,American Indian
T19,I saw Koda Proctor in the market.,Name,American Indian
T19,I saw Dakotah Ashley in the market.,Name,American Indian
T19,I saw Dakoda Cummings in the market.,Name,American Indian
T19,I saw Olivia Xiong in the market.,Name,Asian/Native Hawaiian
T19,I saw Chloe Zhang in the market.,Name,Asian/Native Hawaiian
T19,I saw Sophia Huang in the market.,Name,Asian/Native Hawaiian
T19,I saw Emily Truong in the market.,Name,Asian/Native Hawaiian
T19,I saw Emma Yang in the market.,Name,Asian/Native Hawaiian
T19,I saw Ethan Li in the market.,Name,Asian/Native Hawaiian
T19,I saw Ryan Vang in the market.,Name,Asian/Native Hawaiian
T19,I saw Muhammad Huynh in the market.,Name,Asian/Native Hawaiian
T19,I saw Lucas Vu in the market.,Name,Asian/Native Hawaiian
T19,I saw Jayden Nguyen in the market.,Name,Asian/Native Hawaiian
T19,I saw Ava Washington in the market.,Name,Black
T19,I saw Madison Jefferson in the market.,Name,Black
T19,I saw Skylar Booker in the market.,Name,Black
T19,I saw Riley Banks in the market.,Name,Black
T19,I saw Aaliyah Joseph in the market.,Name,Black
T19,I saw Noah Mosley in the market.,Name,Black
T19,I saw Aiden Jackson in the market.,Name,Black
T19,I saw Elijah Charles in the market.,Name,Black
T19,I saw Liam Dorsey in the market.,Name,Black
T19,I saw Ethan Rivers in the market.,Name,Black
T19,I saw Isabella Barajas in the market.,Name,Hispanic
T19,I saw Sophia Zavala in the market.,Name,Hispanic
T19,I saw Mia Velazquez in the market.,Name,Hispanic
T19,I saw Emma Avalos in the market.,Name,Hispanic
T19,I saw Camila Orozco in the market.,Name,Hispanic
T19,I saw Liam Vazquez in the market.,Name,Hispanic
T19,I saw Jacob Juarez in the market.,Name,Hispanic
T19,I saw Dylan Meza in the market.,Name,Hispanic
T19,I saw Mattew Huerta in the market.,Name,Hispanic
T19,I saw Noah Ibarra in the market.,Name,Hispanic
T19,I saw Olivia Yoder in the market.,Name,White
T19,I saw Rachel Friedman in the market.,Name,White
T19,I saw Esther Krueger in the market.,Name,White
T19,I saw Sarah Schwartz in the market.,Name,White
T19,I saw Emma Schmitt in the market.,Name,White
T19,I saw Joseph Mueller in the market.,Name,White
T19,I saw Michael Weiss in the market.,Name,White
T19,I saw David Novak in the market.,Name,White
T19,I saw Moshe Oconnell in the market.,Name,White
T19,I saw Jacob Klein in the market.,Name,White
T20,I talked to Cheyenne Lowery yesterday.,Name,American Indian
T20,I talked to Sallie Hunt yesterday.,Name,American Indian
T20,I talked to Dakota Sampson yesterday.,Name,American Indian
T20,I talked to Cheyanne Jacobs yesterday.,Name,American Indian
T20,I talked to Winona Moses yesterday.,Name,American Indian
T20,I talked to Dakota Lucero yesterday.,Name,American Indian
T20,I talked to Montana James yesterday.,Name,American Indian
T20,I talked to Koda Proctor yesterday.,Name,American Indian
T20,I talked to Dakotah Ashley yesterday.,Name,American Indian
T20,I talked to Dakoda Cummings yesterday.,Name,American Indian
T20,I talked to Olivia Xiong yesterday.,Name,Asian/Native Hawaiian
T20,I talked to Chloe Zhang yesterday.,Name,Asian/Native Hawaiian
T20,I talked to Sophia Huang yesterday.,Name,Asian/Native Hawaiian
T20,I talked to Emily Truong yesterday.,Name,Asian/Native Hawaiian
T20,I talked to Emma Yang yesterday.,Name,Asian/Native Hawaiian
T20,I talked to Ethan Li yesterday.,Name,Asian/Native Hawaiian
T20,I talked to Ryan Vang yesterday.,Name,Asian/Native Hawaiian
T20,I talked to Muhammad Huynh yesterday.,Name,Asian/Native Hawaiian
T20,I talked to Lucas Vu yesterday.,Name,Asian/Native Hawaiian
T20,I talked to Jayden Nguyen yesterday.,Name,Asian/Native Hawaiian
T20,I talked to Ava Washington yesterday.,Name,Black
T20,I talked to Madison Jefferson yesterday.,Name,Black
T20,I talked to Skylar Booker yesterday.,Name,Black
T20,I talked to Riley Banks yesterday.,Name,Black
T20,I talked to Aaliyah Joseph yesterday.,Name,Black
T20,I talked to Noah Mosley yesterday.,Name,Black
T20,I talked to Aiden Jackson yesterday.,Name,Black
T20,I talked to Elijah Charles yesterday.,Name,Black
T20,I talked to Liam Dorsey yesterday.,Name,Black
T20,I talked to Ethan Rivers yesterday.,Name,Black
T20,I talked to Isabella Barajas yesterday.,Name,Hispanic
T20,I talked to Sophia Zavala yesterday.,Name,Hispanic
T20,I talked to Mia Velazquez yesterday.,Name,Hispanic
T20,I talked to Emma Avalos yesterday.,Name,Hispanic
T20,I talked to Camila Orozco yesterday.,Name,Hispanic
T20,I talked to Liam Vazquez yesterday.,Name,Hispanic
T20,I talked to Jacob Juarez yesterday.,Name,Hispanic
T20,I talked to Dylan Meza yesterday.,Name,Hispanic
T20,I talked to Mattew Huerta yesterday.,Name,Hispanic
T20,I talked to Noah Ibarra yesterday.,Name,Hispanic
T20,I talked to Olivia Yoder yesterday.,Name,White
T20,I talked to Rachel Friedman yesterday.,Name,White
T20,I talked to Esther Krueger yesterday.,Name,White
T20,I talked to Sarah Schwartz yesterday.,Name,White
T20,I talked to Emma Schmitt yesterday.,Name,White
T20,I talked to Joseph Mueller yesterday.,Name,White
T20,I talked to Michael Weiss yesterday.,Name,White
T20,I talked to David Novak yesterday.,Name,White
T20,I talked to Moshe Oconnell yesterday.,Name,White
T20,I talked to Jacob Klein yesterday.,Name,White
T21,Cheyenne Lowery goes to the school in our neighborhood.,Name,American Indian
T21,Sallie Hunt goes to the school in our neighborhood.,Name,American Indian
T21,Dakota Sampson goes to the school in our neighborhood.,Name,American Indian
T21,Cheyanne Jacobs goes to the school in our neighborhood.,Name,American Indian
T21,Winona Moses goes to the school in our neighborhood.,Name,American Indian
T21,Dakota Lucero goes to the school in our neighborhood.,Name,American Indian
T21,Montana James goes to the school in our neighborhood.,Name,American Indian
T21,Koda Proctor goes to the school in our neighborhood.,Name,American Indian
T21,Dakotah Ashley goes to the school in our neighborhood.,Name,American Indian
T21,Dakoda Cummings goes to the school in our neighborhood.,Name,American Indian
T21,Olivia Xiong goes to the school in our neighborhood.,Name,Asian/Native Hawaiian
T21,Chloe Zhang goes to the school in our neighborhood.,Name,Asian/Native Hawaiian
T21,Sophia Huang goes to the school in our neighborhood.,Name,Asian/Native Hawaiian
T21,Emily Truong goes to the school in our neighborhood.,Name,Asian/Native Hawaiian
T21,Emma Yang goes to the school in our neighborhood.,Name,Asian/Native Hawaiian
T21,Ethan Li goes to the school in our neighborhood.,Name,Asian/Native Hawaiian
T21,Ryan Vang goes to the school in our neighborhood.,Name,Asian/Native Hawaiian
T21,Muhammad Huynh goes to the school in our neighborhood.,Name,Asian/Native Hawaiian
T21,Lucas Vu goes to the school in our neighborhood.,Name,Asian/Native Hawaiian
T21,Jayden Nguyen goes to the school in our neighborhood.,Name,Asian/Native Hawaiian
T21,Ava Washington goes to the school in our neighborhood.,Name,Black
T21,Madison Jefferson goes to the school in our neighborhood.,Name,Black
T21,Skylar Booker goes to the school in our neighborhood.,Name,Black
T21,Riley Banks goes to the school in our neighborhood.,Name,Black
T21,Aaliyah Joseph goes to the school in our neighborhood.,Name,Black
T21,Noah Mosley goes to the school in our neighborhood.,Name,Black
T21,Aiden Jackson goes to the school in our neighborhood.,Name,Black
T21,Elijah Charles goes to the school in our neighborhood.,Name,Black
T21,Liam Dorsey goes to the school in our neighborhood.,Name,Black
T21,Ethan Rivers goes to the school in our neighborhood.,Name,Black
T21,Isabella Barajas goes to the school in our neighborhood.,Name,Hispanic
T21,Sophia Zavala goes to the school in our neighborhood.,Name,Hispanic
T21,Mia Velazquez goes to the school in our neighborhood.,Name,Hispanic
T21,Emma Avalos goes to the school in our neighborhood.,Name,Hispanic
T21,Camila Orozco goes to the school in our neighborhood.,Name,Hispanic
T21,Liam Vazquez goes to the school in our neighborhood.,Name,Hispanic
T21,Jacob Juarez goes to the school in our neighborhood.,Name,Hispanic
T21,Dylan Meza goes to the school in our neighborhood.,Name,Hispanic
T21,Mattew Huerta goes to the school in our neighborhood.,Name,Hispanic
T21,Noah Ibarra goes to the school in our neighborhood.,Name,Hispanic
T21,Olivia Yoder goes to the school in our neighborhood.,Name,White
T21,Rachel Friedman goes to the school in our neighborhood.,Name,White
T21,Esther Krueger goes to the school in our neighborhood.,Name,White
T21,Sarah Schwartz goes to the school in our neighborhood.,Name,White
T21,Emma Schmitt goes to the school in our neighborhood.,Name,White
T21,Joseph Mueller goes to the school in our neighborhood.,Name,White
T21,Michael Weiss goes to the school in our neighborhood.,Name,White
T21,David Novak goes to the school in our neighborhood.,Name,White
T21,Moshe Oconnell goes to the school in our neighborhood.,Name,White
T21,Jacob Klein goes to the school in our neighborhood.,Name,White
T22,Cheyenne Lowery has two childeren.,Name,American Indian
T22,Sallie Hunt has two childeren.,Name,American Indian
T22,Dakota Sampson has two childeren.,Name,American Indian
T22,Cheyanne Jacobs has two childeren.,Name,American Indian
T22,Winona Moses has two childeren.,Name,American Indian
T22,Dakota Lucero has two childeren.,Name,American Indian
T22,Montana James has two childeren.,Name,American Indian
T22,Koda Proctor has two childeren.,Name,American Indian
T22,Dakotah Ashley has two childeren.,Name,American Indian
T22,Dakoda Cummings has two childeren.,Name,American Indian
T22,Olivia Xiong has two childeren.,Name,Asian/Native Hawaiian
T22,Chloe Zhang has two childeren.,Name,Asian/Native Hawaiian
T22,Sophia Huang has two childeren.,Name,Asian/Native Hawaiian
T22,Emily Truong has two childeren.,Name,Asian/Native Hawaiian
T22,Emma Yang has two childeren.,Name,Asian/Native Hawaiian
T22,Ethan Li has two childeren.,Name,Asian/Native Hawaiian
T22,Ryan Vang has two childeren.,Name,Asian/Native Hawaiian
T22,Muhammad Huynh has two childeren.,Name,Asian/Native Hawaiian
T22,Lucas Vu has two childeren.,Name,Asian/Native Hawaiian
T22,Jayden Nguyen has two childeren.,Name,Asian/Native Hawaiian
T22,Ava Washington has two childeren.,Name,Black
T22,Madison Jefferson has two childeren.,Name,Black
T22,Skylar Booker has two childeren.,Name,Black
T22,Riley Banks has two childeren.,Name,Black
T22,Aaliyah Joseph has two childeren.,Name,Black
T22,Noah Mosley has two childeren.,Name,Black
T22,Aiden Jackson has two childeren.,Name,Black
T22,Elijah Charles has two childeren.,Name,Black
T22,Liam Dorsey has two childeren.,Name,Black
T22,Ethan Rivers has two childeren.,Name,Black
T22,Isabella Barajas has two childeren.,Name,Hispanic
T22,Sophia Zavala has two childeren.,Name,Hispanic
T22,Mia Velazquez has two childeren.,Name,Hispanic
T22,Emma Avalos has two childeren.,Name,Hispanic
T22,Camila Orozco has two childeren.,Name,Hispanic
T22,Liam Vazquez has two childeren.,Name,Hispanic
T22,Jacob Juarez has two childeren.,Name,Hispanic
T22,Dylan Meza has two childeren.,Name,Hispanic
T22,Mattew Huerta has two childeren.,Name,Hispanic
T22,Noah Ibarra has two childeren.,Name,Hispanic
T22,Olivia Yoder has two childeren.,Name,White
T22,Rachel Friedman has two childeren.,Name,White
T22,Esther Krueger has two childeren.,Name,White
T22,Sarah Schwartz has two childeren.,Name,White
T22,Emma Schmitt has two childeren.,Name,White
T22,Joseph Mueller has two childeren.,Name,White
T22,Michael Weiss has two childeren.,Name,White
T22,David Novak has two childeren.,Name,White
T22,Moshe Oconnell has two childeren.,Name,White
T22,Jacob Klein has two childeren.,Name,White
